Date,SARIMA_Forecast
2022-12-31,104.96594303765346
2023-01-01,104.4776545400183
2023-01-02,104.6338427724433
2023-01-03,103.70542355529237
2023-01-04,103.42570273131383
2023-01-05,103.69748282580849
2023-01-06,102.68416510513909
2023-01-07,102.1917584189187
2023-01-08,102.4067877356496
2023-01-09,102.58631018071397
2023-01-10,102.93880895288864
2023-01-11,103.8355900534083
2023-01-12,104.71496387975641
2023-01-13,104.19745607436582
2023-01-14,104.37317716713808
2023-01-15,103.43160084952159
2023-01-16,103.1606818073148
2023-01-17,103.42659111066617
2023-01-18,102.4172491487374
2023-01-19,101.92220890950497
2023-01-20,102.1390064210895
2023-01-21,102.31733423205422
2023-01-22,102.67067042159726
2023-01-23,103.56696106825386
2023-01-24,104.44669571443355
2023-01-25,103.92894579863292
2023-01-26,104.10482935096083
2023-01-27,103.16314402323233
2023-01-28,102.89229812820862
2023-01-29,103.15815834841398
