Date,SARIMA_Forecast
2022-12-31,248.8412682017918
2023-01-01,248.6713906761108
2023-01-02,248.11658220656614
2023-01-03,247.50021110001862
2023-01-04,247.3752617480414
2023-01-05,247.3934584479415
2023-01-06,248.293428653918
2023-01-07,247.74264246533528
2023-01-08,248.31603532232802
2023-01-09,248.5660175936374
2023-01-10,249.6184749449194
2023-01-11,248.87680661935227
2023-01-12,249.53410683829452
2023-01-13,249.3667276480859
2023-01-14,248.81173285826503
2023-01-15,248.1961700333423
2023-01-16,248.07091888315645
2023-01-17,248.08788622410367
2023-01-18,248.98836108601267
2023-01-19,248.43770338083138
2023-01-20,249.00977093407744
2023-01-21,249.26021828168862
2023-01-22,250.31214375120322
2023-01-23,249.57068883353156
2023-01-24,250.2279744138076
2023-01-25,250.0605957180373
2023-01-26,249.50560089134225
2023-01-27,248.89003822638418
2023-01-28,248.7647870164703
2023-01-29,248.7817541141187
