Date,SARIMA_Forecast
2022-12-31,125.08197332681202
2023-01-01,125.08197332680844
2023-01-02,125.02912996884939
2023-01-03,125.0291299688193
2023-01-04,124.63173505205597
2023-01-05,124.63173505206139
2023-01-06,124.52012168883415
2023-01-07,124.52012168884313
2023-01-08,124.39573577267
2023-01-09,124.39573577261433
2023-01-10,124.87890842919347
2023-01-11,124.87890842898332
2023-01-12,124.85655067092982
2023-01-13,124.85655067092651
2023-01-14,124.96465917099425
2023-01-15,124.96465917096646
2023-01-16,124.56249519798403
2023-01-17,124.56249519798904
2023-01-18,124.41291572344075
2023-01-19,124.41291572344906
2023-01-20,124.50140021650392
2023-01-21,124.5014002164525
2023-01-22,124.82816644308292
2023-01-23,124.82816644288879
2023-01-24,124.80918592131835
2023-01-25,124.80918592131502
2023-01-26,124.9050334412023
2023-01-27,124.90503344117434
2023-01-28,124.50323276504663
2023-01-29,124.50323276505166
