Date,ARIMA_Forecast
2022-12-31,63.057784458880256
2023-01-01,63.02525032132234
2023-01-02,63.019670934986046
2023-01-03,63.08841309038005
2023-01-04,63.021789143650906
2023-01-05,63.04589032437809
2023-01-06,63.03345147271146
2023-01-07,63.03297535682392
2023-01-08,63.04275287817816
2023-01-09,63.03469614383593
2023-01-10,63.0392119941666
2023-01-11,63.03675483777613
2023-01-12,63.03677033479607
2023-01-13,63.037924835415616
2023-01-14,63.03686602591274
2023-01-15,63.037636532287294
2023-01-16,63.0372286393879
2023-01-17,63.03726789348927
2023-01-18,63.03739028416412
2023-01-19,63.03724473912541
2023-01-20,63.03736541257753
2023-01-21,63.03730073603527
2023-01-22,63.03731426215675
2023-01-23,63.037325939993444
2023-01-24,63.03730603566528
2023-01-25,63.03732387699746
2023-01-26,63.0373136989626
2023-01-27,63.037316900998164
2023-01-28,63.03731779228828
2023-01-29,63.037315169509384
