Date,ARIMA_Forecast
2022-12-31,140.97088202781094
2023-01-01,140.93136244744903
2023-01-02,140.99631703193666
2023-01-03,140.96978772498085
2023-01-04,140.97560774161298
2023-01-05,140.97186365439856
2023-01-06,140.97427162192832
2023-01-07,140.9723809327498
2023-01-08,140.97317069479476
2023-01-09,140.97284584486587
2023-01-10,140.97301397114813
2023-01-11,140.97291120772013
2023-01-12,140.9729719685709
2023-01-13,140.9729435163122
2023-01-14,140.97295711840687
2023-01-15,140.97295006212036
2023-01-16,140.9729540500766
2023-01-17,140.97295189904895
2023-01-18,140.97295297130643
2023-01-19,140.97295243251682
2023-01-20,140.97295271423775
2023-01-21,140.97295256218476
2023-01-22,140.97295264210786
2023-01-23,140.9729526012322
2023-01-24,140.97295262220777
2023-01-25,140.97295261123259
2023-01-26,140.97295261703235
2023-01-27,140.9729526140047
2023-01-28,140.97295261556928
2023-01-29,140.97295261475904
