Date,SARIMA_Forecast
2022-12-31,228.66608903798686
2023-01-01,228.97249884085028
2023-01-02,228.57754721652944
2023-01-03,228.52583104284008
2023-01-04,228.41836161518466
2023-01-05,228.58327605387655
2023-01-06,228.6574189165792
2023-01-07,228.784580759682
2023-01-08,229.18071438791105
2023-01-09,229.21628894366447
2023-01-10,229.91573810469606
2023-01-11,229.40173420644817
2023-01-12,229.48051491181099
2023-01-13,229.8980648013262
2023-01-14,229.45408527295132
2023-01-15,229.42353534297808
2023-01-16,229.30695722542907
2023-01-17,229.47631458300646
2023-01-18,229.54843658391198
2023-01-19,229.6763257369333
2023-01-20,230.07215627702058
2023-01-21,230.10757682677522
2023-01-22,230.80723269146478
2023-01-23,230.29308690600942
2023-01-24,230.3718817869389
2023-01-25,230.7894256068548
2023-01-26,230.34544878178858
2023-01-27,230.31489769541028
2023-01-28,230.19832006945802
2023-01-29,230.3676771644535
