Date,SARIMA_Forecast
2022-12-31,53.385534436940276
2023-01-01,53.50280809036096
2023-01-02,53.515717025936304
2023-01-03,53.280923115228255
2023-01-04,53.129018733076066
2023-01-05,53.55084992787705
2023-01-06,53.36633865532319
2023-01-07,53.37689735690676
2023-01-08,53.67909959603185
2023-01-09,54.051862067277554
2023-01-10,54.11380721816645
2023-01-11,54.17543638738068
2023-01-12,54.10360407047879
2023-01-13,54.21909185061688
2023-01-14,54.23320864573095
2023-01-15,53.997596578982474
2023-01-16,53.84625268184161
2023-01-17,54.26771002032116
2023-01-18,54.083449824190005
2023-01-19,54.09383934300231
2023-01-20,54.39615927242762
2023-01-21,54.768839311774535
2023-01-22,54.830838877650805
2023-01-23,54.892432718391284
2023-01-24,54.82062511902813
2023-01-25,54.936096147735576
2023-01-26,54.950224295543386
2023-01-27,54.71460453490842
2023-01-28,54.56326585201205
2023-01-29,54.9847196567082
