Date,ARIMA_Forecast
2022-12-31,175.11318462165528
2023-01-01,175.06616882069122
2023-01-02,175.140085509338
2023-01-03,175.06330048912753
2023-01-04,175.10511661865354
2023-01-05,175.10270752966474
2023-01-06,175.1057118740664
2023-01-07,175.10217862493639
2023-01-08,175.1052415694836
2023-01-09,175.1033533845029
2023-01-10,175.10355679415446
2023-01-11,175.10339147897145
2023-01-12,175.1035628442478
2023-01-13,175.10343919208864
2023-01-14,175.10352386783458
2023-01-15,175.10351062347593
2023-01-16,175.10351905352803
2023-01-17,175.10351070724954
2023-01-18,175.10351578409652
2023-01-19,175.10351201355422
2023-01-20,175.10351278888348
2023-01-21,175.1035123775648
2023-01-22,175.1035127828868
2023-01-23,175.10351256984444
2023-01-24,175.10351273656318
2023-01-25,175.1035126937475
2023-01-26,175.10351271330046
2023-01-27,175.10351269376065
2023-01-28,175.10351270293415
2023-01-29,175.10351269561215
