Date,Prophet_Forecast
2022-12-31,79.6723125502269
2023-01-01,79.81213389878327
2023-01-02,82.69849571602931
2023-01-03,82.81629402381093
2023-01-04,83.04521323786184
2023-01-05,83.00281472468207
2023-01-06,83.22176133104504
2023-01-07,80.70958808764362
2023-01-08,80.87069948577705
2023-01-09,83.77951617590833
2023-01-10,83.92064629591636
2023-01-11,84.17345347177803
2023-01-12,84.15515729607117
2023-01-13,84.39807014034561
2023-01-14,81.90938004419685
2023-01-15,82.09315963133868
2023-01-16,85.02352347796419
2023-01-17,85.18480875742448
2023-01-18,85.45615087212508
2023-01-19,85.45458961062978
2023-01-20,85.71230949066086
2023-01-21,83.23642391552691
2023-01-22,83.43098306220595
2023-01-23,86.37012797937324
2023-01-24,86.53826585546815
2023-01-25,86.81463838312813
2023-01-26,86.81641904512837
2023-01-27,87.0759433326809
2023-01-28,84.60048192470096
2023-01-29,84.79423718540741
