Date,SARIMA_Forecast
2022-12-31,81.64312678578847
2023-01-01,81.82486942256074
2023-01-02,81.66516848989556
2023-01-03,81.54262386907394
2023-01-04,81.53674653217666
2023-01-05,81.70674302239136
2023-01-06,81.61500493021585
2023-01-07,81.60611305323816
2023-01-08,81.53928489699584
2023-01-09,81.62373622037431
2023-01-10,82.21516036362291
2023-01-11,82.15150605440267
2023-01-12,82.08901967514818
2023-01-13,82.26978784619597
2023-01-14,82.11011034568139
2023-01-15,81.98757495171742
2023-01-16,81.9817018978728
2023-01-17,82.151702115814
2023-01-18,82.05995524531292
2023-01-19,82.05106689484141
2023-01-20,81.98424062026663
2023-01-21,82.06868492248607
2023-01-22,82.66011364077998
2023-01-23,82.5964631903444
2023-01-24,82.53397648238202
2023-01-25,82.71474466274545
2023-01-26,82.55506716200686
2023-01-27,82.43253176795467
2023-01-28,82.42665871406913
2023-01-29,82.59665893197467
