Date,Prophet_Forecast
2022-12-31,198.91937553472877
2023-01-01,198.38879615868646
2023-01-02,204.19578424379577
2023-01-03,203.34913932402276
2023-01-04,202.69491884386372
2023-01-05,201.95682387234206
2023-01-06,201.00891031582682
2023-01-07,193.65646737420755
2023-01-08,192.70860876998532
2023-01-09,198.17507787326832
2023-01-10,197.07111134830285
2023-01-11,196.24750875051404
2023-01-12,195.43090295408953
2023-01-13,194.49639983256597
2023-01-14,187.24843072360162
2023-01-15,186.49336379304543
2023-01-16,192.23637479165274
2023-01-17,191.4864200060466
2023-01-18,191.08645586572482
2023-01-19,190.75389606324603
2023-01-20,190.35346964158418
2023-01-21,183.6783178081408
2023-01-22,183.52286917486904
2023-01-23,189.87998703780474
2023-01-24,189.7462243425338
2023-01-25,189.9523235659329
2023-01-26,190.20394526007448
2023-01-27,190.35478191653763
2023-01-28,184.18788861279356
2023-01-29,184.48876450975868
