Date,SARIMA_Forecast
2022-12-31,99.71421235252804
2023-01-01,100.36036290973105
2023-01-02,100.39194171187268
2023-01-03,100.21136003067679
2023-01-04,100.37166381834693
2023-01-05,100.96238589082536
2023-01-06,100.94977295184583
2023-01-07,99.55337622133086
2023-01-08,101.00080140335788
2023-01-09,101.03623671193371
2023-01-10,100.49005294105046
2023-01-11,100.64473488999347
2023-01-12,99.69868077145578
2023-01-13,100.33112687670638
2023-01-14,100.36525362067607
2023-01-15,100.18058111594704
2023-01-16,100.33946794533855
2023-01-17,100.93101476230353
2023-01-18,100.91504314135209
2023-01-19,99.52424530792885
2023-01-20,100.96800205361129
2023-01-21,101.01089178862696
2023-01-22,100.47200261252358
2023-01-23,100.62648593989913
2023-01-24,99.68043220895001
2023-01-25,100.31289852541748
2023-01-26,100.34702151170282
2023-01-27,100.16235504008782
2023-01-28,100.32124395919816
2023-01-29,100.91278955983651
