Date,ARIMA_Forecast
2022-12-31,83.04944515203591
2023-01-01,83.17275610765049
2023-01-02,83.00111706755646
2023-01-03,83.18629827139311
2023-01-04,83.02609052855917
2023-01-05,83.05647621466187
2023-01-06,83.0699418092611
2023-01-07,83.04644616241764
2023-01-08,83.0768797627543
2023-01-09,83.05512508512423
2023-01-10,83.06031054113157
2023-01-11,83.06143841746537
2023-01-12,83.05791869338593
2023-01-13,83.0625700304592
2023-01-14,83.05953092502222
2023-01-15,83.06041057278718
2023-01-16,83.06047221321758
2023-01-17,83.05993653807556
2023-01-18,83.06062399687946
2023-01-19,83.06019040023087
2023-01-20,83.06033840605409
2023-01-21,83.06033602135419
2023-01-22,83.06025541506145
2023-01-23,83.06035526583054
2023-01-24,83.06029229405044
2023-01-25,83.06031676888377
2023-01-26,83.0603151764928
2023-01-27,83.0603032762785
2023-01-28,83.06031765599054
2023-01-29,83.06030838277644
