Date,ARIMA_Forecast
2022-12-31,33.840212597677045
2023-01-01,33.867640408345146
2023-01-02,33.73783346148316
2023-01-03,33.7527490670433
2023-01-04,33.74717020395201
2023-01-05,33.74532448452556
2023-01-06,33.7473176720858
2023-01-07,33.74125742190818
2023-01-08,33.74184739216233
2023-01-09,33.74144367559143
2023-01-10,33.74124164416745
2023-01-11,33.741356815237246
2023-01-12,33.74106805821308
2023-01-13,33.74108995376916
2023-01-14,33.74106536796241
2023-01-15,33.741050136599625
2023-01-16,33.741056085773515
2023-01-17,33.74104206748466
2023-01-18,33.74104275961345
2023-01-19,33.74104136878216
2023-01-20,33.74104036488455
2023-01-21,33.74104064908322
2023-01-22,33.74103995714908
2023-01-23,33.741039969464914
2023-01-24,33.7410398934768
2023-01-25,33.74103983165494
2023-01-26,33.74103984426727
2023-01-27,33.74103980961716
2023-01-28,33.74103980897636
2023-01-29,33.741039804885745
