Date,SARIMA_Forecast
2022-12-31,44.82562812797525
2023-01-01,44.866171490844174
2023-01-02,44.451159441772404
2023-01-03,44.32992940302192
2023-01-04,44.19037414462011
2023-01-05,44.031927777860844
2023-01-06,44.145454969505664
2023-01-07,44.175355715609605
2023-01-08,44.40701487126572
2023-01-09,44.43435048856021
2023-01-10,44.765605340311936
2023-01-11,44.62955982480935
2023-01-12,44.411315232087816
2023-01-13,44.48409110423518
2023-01-14,44.148625732219735
2023-01-15,44.0362075427824
2023-01-16,43.89025732422158
2023-01-17,43.71856959719085
2023-01-18,43.81912302463821
2023-01-19,43.840752142287656
2023-01-20,44.068893983463404
2023-01-21,44.1534222196032
2023-01-22,44.462997910412625
2023-01-23,44.347750242850516
2023-01-24,44.130287064645856
2023-01-25,44.20512059806522
2023-01-26,43.8741707430794
2023-01-27,43.76238845912437
2023-01-28,43.61620749199024
2023-01-29,43.44388672103944
