Date,SARIMA_Forecast
2022-12-31,239.48769196717362
2023-01-01,239.77692949130886
2023-01-02,239.08551988234612
2023-01-03,239.36197039941192
2023-01-04,238.71087167973707
2023-01-05,239.83528789822023
2023-01-06,239.8033097722073
2023-01-07,239.83674833652026
2023-01-08,240.11375903471625
2023-01-09,239.8855373347882
2023-01-10,241.51526291707995
2023-01-11,241.2585068663863
2023-01-12,240.73189643783635
2023-01-13,241.0702143455927
2023-01-14,240.3657202088065
2023-01-15,240.64505220069626
2023-01-16,239.9932880367235
2023-01-17,241.11804993085659
2023-01-18,241.08547814273368
2023-01-19,241.1189747808746
2023-01-20,241.3958042834953
2023-01-21,241.16739251128269
2023-01-22,242.79753860729502
2023-01-23,242.54070166158007
2023-01-24,242.01410807212073
2023-01-25,242.35242172625544
2023-01-26,241.64792872349966
2023-01-27,241.92726046569035
2023-01-28,241.27549635937612
2023-01-29,242.40025822353977
