Date,ARIMA_Forecast
2022-12-31,83.01904862827666
2023-01-01,83.14375712679222
2023-01-02,83.06748278873049
2023-01-03,83.07148655147223
2023-01-04,83.07353729447703
2023-01-05,83.0647891422852
2023-01-06,83.07169322784699
2023-01-07,83.070256815176
2023-01-08,83.07023015330724
2023-01-09,83.0708529617435
2023-01-10,83.07026168809865
2023-01-11,83.07046228463221
2023-01-12,83.07043883851634
2023-01-13,83.07039703980433
2023-01-14,83.07044586731581
2023-01-15,83.07042353098096
2023-01-16,83.07042836900983
2023-01-17,83.07043074341381
2023-01-18,83.0704268614509
2023-01-19,83.07042909040626
2023-01-20,83.07042841343514
2023-01-21,83.07042833558326
2023-01-22,83.07042862892347
2023-01-23,83.07042842162818
2023-01-24,83.07042850161484
2023-01-25,83.07042849584127
2023-01-26,83.07042847531562
2023-01-27,83.07042849354686
2023-01-28,83.07042848500261
2023-01-29,83.07042848666235
