Date,ARIMA_Forecast
2022-12-31,87.87426447373328
2023-01-01,87.68851476463544
2023-01-02,87.81627692451664
2023-01-03,87.77989009461125
2023-01-04,87.79672612357206
2023-01-05,87.78211473298155
2023-01-06,87.78981179662563
2023-01-07,87.78620515082207
2023-01-08,87.78795205082955
2023-01-09,87.78689945535115
2023-01-10,87.78748289476167
2023-01-11,87.78718828755781
2023-01-12,87.78734096960586
2023-01-13,87.78725752616565
2023-01-14,87.78730300330432
2023-01-15,87.78727911408744
2023-01-16,87.78729168895221
2023-01-17,87.78728494473181
2023-01-18,87.78728856838224
2023-01-19,87.78728664205605
2023-01-20,87.7872876636873
2023-01-21,87.78728711853648
2023-01-22,87.78728740993212
2023-01-23,87.78728725466001
2023-01-24,87.78728733728146
2023-01-25,87.78728729324425
2023-01-26,87.78728731673873
2023-01-27,87.78728730421483
2023-01-28,87.78728731088658
2023-01-29,87.78728730733093
