Date,SARIMA_Forecast
2022-12-31,24.57021735133903
2023-01-01,24.5702173513398
2023-01-02,24.505699917697775
2023-01-03,24.505699917697562
2023-01-04,24.5712584606563
2023-01-05,24.571258460656022
2023-01-06,24.648615817494065
2023-01-07,24.648615817495024
2023-01-08,24.620263600479827
2023-01-09,24.620263600480182
2023-01-10,24.637489080213903
2023-01-11,24.637489080211648
2023-01-12,24.60062812245838
2023-01-13,24.600628122459103
2023-01-14,24.586049327894365
2023-01-15,24.586049327894166
2023-01-16,24.6724194846198
2023-01-17,24.672419484619535
2023-01-18,24.664571675459424
2023-01-19,24.66457167546032
2023-01-20,24.648023879711893
2023-01-21,24.64802387971223
2023-01-22,24.66741852825096
2023-01-23,24.667418528248852
2023-01-24,24.633011661206062
2023-01-25,24.633011661206783
2023-01-26,24.61512762040584
2023-01-27,24.61512762040564
2023-01-28,24.700120336549322
2023-01-29,24.70012033654906
