Date,ARIMA_Forecast
2022-12-31,84.23233532609977
2023-01-01,84.23233914853095
2023-01-02,84.25036693137285
2023-01-03,84.25036479038567
2023-01-04,84.254078569679
2023-01-05,84.25407809759088
2023-01-06,84.25328054031525
2023-01-07,84.25328073785785
2023-01-08,84.25308123792821
2023-01-09,84.25308127937194
2023-01-10,84.25311577070579
2023-01-11,84.25311575723647
2023-01-12,84.25312628598643
2023-01-13,84.25312628286996
2023-01-14,84.25312483407693
2023-01-15,84.25312483487942
2023-01-16,84.25312428758616
2023-01-17,84.25312428779988
2023-01-18,84.2531243462896
2023-01-19,84.25312434624568
2023-01-20,84.25312437431555
2023-01-21,84.25312437430178
2023-01-22,84.25312437207506
2023-01-23,84.25312437207731
2023-01-24,84.25312437065506
2023-01-25,84.25312437065591
2023-01-26,84.25312437073272
2023-01-27,84.2531243707326
2023-01-28,84.25312437080386
2023-01-29,84.2531243708038
