Date,ARIMA_Forecast
2022-12-31,99.53926965056749
2023-01-01,99.5884055323523
2023-01-02,99.47464652239586
2023-01-03,99.56049478317466
2023-01-04,99.53519717395454
2023-01-05,99.53713104128099
2023-01-06,99.54501094323487
2023-01-07,99.53594826958751
2023-01-08,99.5410619741719
2023-01-09,99.53970131777494
2023-01-10,99.53943858349164
2023-01-11,99.5402251663767
2023-01-12,99.53957585864946
2023-01-13,99.5398787863828
2023-01-14,99.5398234883003
2023-01-15,99.53977567577076
2023-01-16,99.53984185091281
2023-01-17,99.53979785437807
2023-01-18,99.53981476858021
2023-01-19,99.53981419381365
2023-01-20,99.53980897843891
2023-01-21,99.53981406115085
2023-01-22,99.53981122815055
2023-01-23,99.53981206232294
2023-01-24,99.5398122637612
2023-01-25,99.5398117911057
2023-01-26,99.53981215740738
2023-01-27,99.53981198588409
2023-01-28,99.53981201688684
2023-01-29,99.5398120472688
