Date,ARIMA_Forecast
2022-12-31,230.73233289184097
2023-01-01,230.90465275150225
2023-01-02,230.7214719923087
2023-01-03,230.8106500592368
2023-01-04,230.78541706550078
2023-01-05,230.78590807528886
2023-01-06,230.7988909781471
2023-01-07,230.78764438888916
2023-01-08,230.79308005514758
2023-01-09,230.79133781713995
2023-01-10,230.7911580692456
2023-01-11,230.79204855235187
2023-01-12,230.79135141434995
2023-01-13,230.79169844438877
2023-01-14,230.79159168860295
2023-01-15,230.79156883192076
2023-01-16,230.79162765891542
2023-01-17,230.79158342848612
2023-01-18,230.79160557975908
2023-01-19,230.79159943938376
2023-01-20,230.79159742356416
2023-01-21,230.79160128606267
2023-01-22,230.79159844137448
2023-01-23,230.79159983605243
2023-01-24,230.7915994940256
2023-01-25,230.79159933680913
2023-01-26,230.7915995914719
2023-01-27,230.791599408034
2023-01-28,230.79159949474698
2023-01-29,230.79159947605478
