Date,Prophet_Forecast
2022-12-31,29.807069783423522
2023-01-01,29.884745286793155
2023-01-02,30.138754597299922
2023-01-03,30.211840605067945
2023-01-04,30.31396038488224
2023-01-05,30.372385573685627
2023-01-06,30.433494691614502
2023-01-07,30.357294708338813
2023-01-08,30.43543579985561
2023-01-09,30.688910675659518
2023-01-10,30.761051530081826
2023-01-11,30.862330192165185
2023-01-12,30.920442827729595
2023-01-13,30.982090262418787
2023-01-14,30.90749155077938
2023-01-15,30.9883949286828
2023-01-16,31.245777584921967
2023-01-17,31.32284722443505
2023-01-18,31.42985078212932
2023-01-19,31.49417129890875
2023-01-20,31.562123571084665
2023-01-21,31.493485639895745
2023-01-22,31.579529617202244
2023-01-23,31.840742579464656
2023-01-24,31.919849758614028
2023-01-25,32.0266446284949
2023-01-26,32.08810614590955
2023-01-27,32.15021303666303
2023-01-28,32.072491527434934
2023-01-29,32.14605943008122
