Date,ARIMA_Forecast
2022-12-31,117.85815587456949
2023-01-01,117.67624498306391
2023-01-02,117.64617723502148
2023-01-03,117.72657735405262
2023-01-04,117.64148838720307
2023-01-05,117.67950698879264
2023-01-06,117.65985796394554
2023-01-07,117.66181439075001
2023-01-08,117.66554783273781
2023-01-09,117.6607242625626
2023-01-10,117.66385315199497
2023-01-11,117.66215783997825
2023-01-12,117.66262142872489
2023-01-13,117.66270093575284
2023-01-14,117.66244381575689
2023-01-15,117.6626626168328
2023-01-16,117.66252866620144
2023-01-17,117.6625821785554
2023-01-18,117.66257398236041
2023-01-19,117.6625629039475
2023-01-20,117.66257648334087
2023-01-21,117.6625666981204
2023-01-22,117.6625716096282
2023-01-23,117.66257008663719
2023-01-24,117.6625698724373
2023-01-25,117.66257060562289
2023-01-26,117.66256994779596
2023-01-27,117.66257034404408
2023-01-28,117.66257017788035
2023-01-29,117.66257020462473
