Date,Prophet_Forecast
2022-12-31,448.9878690908279
2023-01-01,449.6648031085088
2023-01-02,457.57700795707535
2023-01-03,458.5732315601946
2023-01-04,459.1203947100482
2023-01-05,459.6248165025659
2023-01-06,459.2124845361589
2023-01-07,451.3584985614756
2023-01-08,451.2038236206728
2023-01-09,458.2648338260407
2023-01-10,458.41358137830775
2023-01-11,458.1401364681021
2023-01-12,457.8732628662722
2023-01-13,456.7601615777766
2023-01-14,448.2954234308574
2023-01-15,447.6373377840715
2023-01-16,454.3170483437925
2023-01-17,454.21849901046386
2023-01-18,453.84052200576366
2023-01-19,453.617337852863
2023-01-20,452.6982024170181
2023-01-21,444.57634274368223
2023-01-22,444.40532778657894
2023-01-23,451.70836203773956
2023-01-24,452.3584402164599
2023-01-25,452.84070888354825
2023-01-26,453.5732967348317
2023-01-27,453.6873397590371
2023-01-28,446.65633302372237
2023-01-29,447.612944531153
