Date,ARIMA_Forecast
2022-12-31,65.65632990113403
2023-01-01,65.74976130859638
2023-01-02,65.69478331981693
2023-01-03,65.72961124082207
2023-01-04,65.73047202308325
2023-01-05,65.72667467050648
2023-01-06,65.73111115397899
2023-01-07,65.72987282717406
2023-01-08,65.73059334495379
2023-01-09,65.73093094963409
2023-01-10,65.73078987756102
2023-01-11,65.73095258978734
2023-01-12,65.7309483847429
2023-01-13,65.73096239358208
2023-01-14,65.73098297675597
2023-01-15,65.73098066980911
2023-01-16,65.73098625661336
2023-01-17,65.73098779209754
2023-01-18,65.73098826125127
2023-01-19,65.73098924661902
2023-01-20,65.73098936273809
2023-01-21,65.73098957429373
2023-01-22,65.7309896963365
2023-01-23,65.73098972992393
2023-01-24,65.73098977533597
2023-01-25,65.73098979025927
2023-01-26,65.73098980021685
2023-01-27,65.73098980746717
2023-01-28,65.73098981007001
2023-01-29,65.73098981228635
