Date,Prophet_Forecast
2022-12-31,103.2776997073829
2023-01-01,103.4460714088486
2023-01-02,105.35129163496958
2023-01-03,105.36780999415326
2023-01-04,105.56498778714585
2023-01-05,105.7903795654657
2023-01-06,106.195231160086
2023-01-07,104.8490803449188
2023-01-08,105.11907494925441
2023-01-09,107.10336240371315
2023-01-10,107.17476417018524
2023-01-11,107.40157503634529
2023-01-12,107.6308833096816
2023-01-13,108.01409196847602
2023-01-14,106.62152593322541
2023-01-15,106.82173972306565
2023-01-16,108.71487940736552
2023-01-17,108.67631271433228
2023-01-18,108.77736817035282
2023-01-19,108.86858066317642
2023-01-20,109.10512527756859
2023-01-21,107.5613267479077
2023-01-22,107.6098613067771
2023-01-23,109.35500762197556
2023-01-24,109.17616365896208
2023-01-25,109.14847342985506
2023-01-26,109.1259641360721
2023-01-27,109.26687860715214
2023-01-28,107.6480932873054
2023-01-29,107.64424122598933
