Date,ARIMA_Forecast
2022-12-31,258.05150651035063
2023-01-01,257.7293423206561
2023-01-02,257.637783411605
2023-01-03,257.7968858263434
2023-01-04,257.73710270725604
2023-01-05,257.7829113987726
2023-01-06,257.76326197883634
2023-01-07,257.7606700186031
2023-01-08,257.7630377370067
2023-01-09,257.76051107442197
2023-01-10,257.7630098546154
2023-01-11,257.7622763487464
2023-01-12,257.76244951792785
2023-01-13,257.7624014733389
2023-01-14,257.76227979912716
2023-01-15,257.76236466458465
2023-01-16,257.76233226418054
2023-01-17,257.7623537938204
2023-01-18,257.76235002848966
2023-01-19,257.7623465791061
2023-01-20,257.76234853877196
2023-01-21,257.7623466875124
2023-01-22,257.7623478176165
2023-01-23,257.7623476165049
2023-01-24,257.76234764387556
2023-01-25,257.7623476886267
2023-01-26,257.7623476020895
2023-01-27,257.76234764242116
2023-01-28,257.7623476266442
2023-01-29,257.76234763425924
