Date,ARIMA_Forecast
2022-12-31,337.22850968885587
2023-01-01,337.2285435770961
2023-01-02,337.08440608252016
2023-01-03,337.0844034545407
2023-01-04,337.14441019703315
2023-01-05,337.1444146176886
2023-01-06,337.1286445755737
2023-01-07,337.12864376522117
2023-01-08,337.13417795086093
2023-01-09,337.1341784615583
2023-01-10,337.13256848815746
2023-01-11,337.1325683547119
2023-01-12,337.1330961643275
2023-01-13,337.1330962231222
2023-01-14,337.1329360216335
2023-01-15,337.1329360037577
2023-01-16,337.1329870871753
2023-01-17,337.13298709393507
2023-01-18,337.1329713137908
2023-01-19,337.1329713116091
2023-01-20,337.1329762864653
2023-01-21,337.1329762872349
2023-01-22,337.1329747392368
2023-01-23,337.1329747389833
2023-01-24,337.132975224725
2023-01-25,337.1329752248114
2023-01-26,337.13297507321147
2023-01-27,337.1329750731829
2023-01-28,337.13297512066123
2023-01-29,337.1329751206708
