Date,Prophet_Forecast
2022-12-31,250.0550880461998
2023-01-01,250.32357292993214
2023-01-02,249.95691119708485
2023-01-03,250.29237593989043
2023-01-04,250.75597832489225
2023-01-05,250.44664955064388
2023-01-06,251.11633963680674
2023-01-07,252.4701779340516
2023-01-08,252.90865524058765
2023-01-09,252.7033368129974
2023-01-10,253.18712067480385
2023-01-11,253.7817594338662
2023-01-12,253.58213070771671
2023-01-13,254.33642387485068
2023-01-14,255.7463860917048
2023-01-15,256.2095854356241
2023-01-16,255.99519840915653
2023-01-17,256.4343341843417
2023-01-18,256.9476118578288
2023-01-19,256.62947401877096
2023-01-20,257.2284027518869
2023-01-21,258.4471796773821
2023-01-22,258.6851468598559
2023-01-23,258.21397514946244
2023-01-24,258.3679520567613
2023-01-25,258.57150557930515
2023-01-26,257.9234478723901
2023-01-27,258.1771059274687
2023-01-28,259.0404823465131
2023-01-29,258.9184049581267
