Date,SARIMA_Forecast
2022-12-31,126.82033802297214
2023-01-01,127.138736931088
2023-01-02,126.61751566642305
2023-01-03,126.02674361942036
2023-01-04,125.65778791411824
2023-01-05,126.09600185704066
2023-01-06,126.26438069645816
2023-01-07,125.93612979936579
2023-01-08,126.18331013330578
2023-01-09,126.94900981116676
2023-01-10,127.64423294206898
2023-01-11,127.39957499304566
2023-01-12,127.37185114258617
2023-01-13,127.68705163780182
2023-01-14,127.16667729817952
2023-01-15,126.57574042510035
2023-01-16,126.20701129666428
2023-01-17,126.64523297113553
2023-01-18,126.8134043803739
2023-01-19,126.48548533282296
2023-01-20,126.73278352355783
2023-01-21,127.49836340949489
2023-01-22,128.1936045789705
2023-01-23,127.94899807448017
2023-01-24,127.92127344270594
2023-01-25,128.23647414724022
2023-01-26,127.71609975219184
2023-01-27,127.12516288989188
2023-01-28,126.75643374660672
2023-01-29,127.19465542056898
