Date,ARIMA_Forecast
2022-12-31,245.12640022842078
2023-01-01,245.0991673578461
2023-01-02,244.70616037600647
2023-01-03,245.0950914252005
2023-01-04,244.9521801174314
2023-01-05,245.05352994944653
2023-01-06,245.0421504647242
2023-01-07,244.99594899920672
2023-01-08,245.040962061364
2023-01-09,245.0162034570976
2023-01-10,245.03270875995796
2023-01-11,245.0297559323854
2023-01-12,245.02499046603836
2023-01-13,245.0303095175771
2023-01-14,245.02647762901896
2023-01-15,245.02899801168462
2023-01-16,245.02835932145862
2023-01-17,245.02794749157295
2023-01-18,245.02857380005355
2023-01-19,245.02802200040725
2023-01-20,245.02839266564845
2023-01-21,245.02826994657931
2023-01-22,245.02824716951707
2023-01-23,245.0283187672943
2023-01-24,245.0282434360211
2023-01-25,245.0282965289976
2023-01-26,245.02827488531864
2023-01-27,245.0282762577561
2023-01-28,245.0282839566761
2023-01-29,245.02827412341435
