Date,Prophet_Forecast
2022-12-31,211.01831683341783
2023-01-01,210.84694470872847
2023-01-02,203.06017942650158
2023-01-03,202.66234352830438
2023-01-04,202.5708336607681
2023-01-05,202.08118230840782
2023-01-06,201.90473469849627
2023-01-07,209.00929850109551
2023-01-08,208.57774730940983
2023-01-09,200.54112333433838
2023-01-10,199.90990647738727
2023-01-11,199.6073561746661
2023-01-12,198.9344074137766
2023-01-13,198.60719261661163
2023-01-14,205.59755132555762
2023-01-15,205.09151260983546
2023-01-16,197.02229906448926
2023-01-17,196.4015224142537
2023-01-18,196.1524792929138
2023-01-19,195.57503004158588
2023-01-20,195.3831328850615
2023-01-21,202.54539528927592
2023-01-22,202.24362648420782
2023-01-23,194.40593831542753
2023-01-24,194.03806199534463
2023-01-25,194.0567862149503
2023-01-26,193.75499576534474
2023-01-27,193.83937884785271
2023-01-28,201.2711603236271
2023-01-29,201.2248400855838
