Date,SARIMA_Forecast
2022-12-31,77.09667475101969
2023-01-01,77.13281466310029
2023-01-02,77.32852886086475
2023-01-03,77.04866265558601
2023-01-04,76.86339870994708
2023-01-05,76.96051312172662
2023-01-06,76.89013963174817
2023-01-07,77.19848485269175
2023-01-08,76.95054966801081
2023-01-09,77.34805482156177
2023-01-10,77.80467074908431
2023-01-11,77.87917678283982
2023-01-12,77.229415652462
2023-01-13,77.19223431549378
2023-01-14,77.32396080681306
2023-01-15,77.05805959281419
2023-01-16,76.91250332645801
2023-01-17,77.05196139668593
2023-01-18,76.92841207165914
2023-01-19,77.19197281808468
2023-01-20,76.93783751087112
2023-01-21,77.28787293842726
2023-01-22,77.81450243256167
2023-01-23,77.8323390810836
2023-01-24,77.19441737413919
2023-01-25,77.16215636455983
2023-01-26,77.298176709534
2023-01-27,77.03133838860123
2023-01-28,76.88311753624608
2023-01-29,77.0197341392754
