Date,SARIMA_Forecast
2022-12-31,68.53342523413062
2023-01-01,68.38803370376453
2023-01-02,68.14957407423108
2023-01-03,67.9516928295331
2023-01-04,67.76166512530995
2023-01-05,67.9929044903728
2023-01-06,68.25870576053953
2023-01-07,68.20043218570588
2023-01-08,68.27760529340011
2023-01-09,68.42986325559397
2023-01-10,68.85472574239522
2023-01-11,68.7334031548323
2023-01-12,68.63351071285678
2023-01-13,68.48769765388154
2023-01-14,68.2491803789327
2023-01-15,68.05129274606293
2023-01-16,67.86126333687426
2023-01-17,68.09249940056506
2023-01-18,68.35830634666569
2023-01-19,68.30002596559038
2023-01-20,68.3771992223606
2023-01-21,68.52946340615854
2023-01-22,68.9543239415115
2023-01-23,68.83300041257007
2023-01-24,68.73310795234903
2023-01-25,68.58729489105752
2023-01-26,68.34877761579192
2023-01-27,68.15088998288704
2023-01-28,67.960860573689
2023-01-29,68.19209663736164
