Date,ARIMA_Forecast
2022-12-31,421.76550886027945
2023-01-01,420.6864940380237
2023-01-02,420.1240971699011
2023-01-03,421.1226997534352
2023-01-04,420.96413838063074
2023-01-05,421.17421726059604
2023-01-06,421.0663574318949
2023-01-07,421.0270263641882
2023-01-08,421.0816126162086
2023-01-09,421.061523220299
2023-01-10,421.0836785241434
2023-01-11,421.07355894876974
2023-01-12,421.0722854925324
2023-01-13,421.074974727992
2023-01-14,421.07307080203407
2023-01-15,421.0750816778765
2023-01-16,421.07414074140127
2023-01-17,421.07424088104887
2023-01-18,421.07433284651796
2023-01-19,421.07418255006525
2023-01-20,421.0743480623506
2023-01-21,421.07426221194993
2023-01-22,421.07428740814794
2023-01-23,421.0742850827042
2023-01-24,421.07427525260044
2023-01-25,421.074287796611
2023-01-26,421.07428025115416
2023-01-27,421.07428355194725
2023-01-28,421.07428258751
2023-01-29,421.07428212119515
