Date,Prophet_Forecast
2022-12-31,31.131110916832966
2023-01-01,31.30536370165064
2023-01-02,30.139407943910207
2023-01-03,30.442229982729156
2023-01-04,30.475143909898737
2023-01-05,30.40014585542281
2023-01-06,30.454681027271192
2023-01-07,31.671327671732268
2023-01-08,31.613880462422586
2023-01-09,30.21521926523387
2023-01-10,30.289946783511375
2023-01-11,30.104860316876177
2023-01-12,29.82716992464037
2023-01-13,29.699135820264697
2023-01-14,30.757632474757038
2023-01-15,30.570125000947428
2023-01-16,29.072446500872033
2023-01-17,29.081362214193057
2023-01-18,28.864987571814034
2023-01-19,28.59097380378797
2023-01-20,28.501134738449593
2023-01-21,29.63102251216401
2023-01-22,29.545937428831113
2023-01-23,28.17875975393103
2023-01-24,28.342587844024365
2023-01-25,28.30124777846955
2023-01-26,28.217585757538
2023-01-27,28.328214135719456
2023-01-28,29.663215733067297
2023-01-29,29.782288361078642
