Date,Prophet_Forecast
2022-12-31,35.479723726138516
2023-01-01,35.169325187191184
2023-01-02,36.43693494611105
2023-01-03,36.16975636408054
2023-01-04,35.81083161807939
2023-01-05,35.538552595578764
2023-01-06,35.23862697428475
2023-01-07,33.17556113991702
2023-01-08,32.84156904390338
2023-01-09,34.101374795863585
2023-01-10,33.84362702516694
2023-01-11,33.51255325010419
2023-01-12,33.287425635599824
2023-01-13,33.054488729428805
2023-01-14,31.078412030180164
2023-01-15,30.85117748102557
2023-01-16,32.23687043827977
2023-01-17,32.1230926420456
2023-01-18,31.952625642993194
2023-01-19,31.90291599671846
2023-01-20,31.8580324601159
2023-01-21,30.0801574101225
2023-01-22,30.05852168387705
2023-01-23,31.65425025571921
2023-01-24,31.751835935942413
2023-01-25,31.790868030581272
2023-01-26,31.945585627143213
2023-01-27,32.09690400765701
2023-01-28,30.50397463697159
2023-01-29,30.65318616247312
