Date,SARIMA_Forecast
2022-12-31,337.6292336709699
2023-01-01,337.6186045712003
2023-01-02,337.39488759692154
2023-01-03,337.32517156914776
2023-01-04,336.8493587724793
2023-01-05,337.5900216817754
2023-01-06,337.93154714140934
2023-01-07,338.4112001007994
2023-01-08,339.34086550263464
2023-01-09,339.62932802471585
2023-01-10,340.52244215643367
2023-01-11,340.5253679989087
2023-01-12,341.29616107636895
2023-01-13,340.9252373199316
2023-01-14,340.50410130453696
2023-01-15,340.5098008221117
2023-01-16,339.83180249868275
2023-01-17,340.9488174916746
2023-01-18,340.7905708604922
2023-01-19,341.3003993166408
2023-01-20,342.14472874530605
2023-01-21,342.21786607248276
2023-01-22,343.56262311373
2023-01-23,343.27995909215326
2023-01-24,344.10100424446586
2023-01-25,343.7552823479185
2023-01-26,343.34795533039556
2023-01-27,343.348379706432
2023-01-28,342.6845238028223
2023-01-29,343.7752138169251
