Date,Prophet_Forecast
2022-12-31,36.56597103678037
2023-01-01,36.48680394388159
2023-01-02,36.26692209023422
2023-01-03,36.16793611089771
2023-01-04,36.07546138771022
2023-01-05,35.95285727391682
2023-01-06,35.922631792654805
2023-01-07,35.98527856113547
2023-01-08,35.90106964671791
2023-01-09,35.67872739967032
2023-01-10,35.57941122518013
2023-01-11,35.48824350965821
2023-01-12,35.36806969437374
2023-01-13,35.3408843031294
2023-01-14,35.406688960722136
2023-01-15,35.325305399810546
2023-01-16,35.105065820622826
2023-01-17,35.006815934956805
2023-01-18,34.91545434728534
2023-01-19,34.793702790305815
2023-01-20,34.76353864772782
2023-01-21,34.82505554113903
2023-01-22,34.738274841652746
2023-01-23,34.51183046217255
2023-01-24,34.406962383024165
2023-01-25,34.309042812674534
2023-01-26,34.18132987126469
2023-01-27,34.146380711854604
2023-01-28,34.20489043683601
2023-01-29,34.1174803330437
