Date,ARIMA_Forecast
2022-12-31,181.03326462118923
2023-01-01,180.99823543850007
2023-01-02,181.08085497025127
2023-01-03,181.1485720740629
2023-01-04,181.06533739966443
2023-01-05,181.0948393993381
2023-01-06,181.0695493095284
2023-01-07,181.0810472017875
2023-01-08,181.08396994594233
2023-01-09,181.08093651617943
2023-01-10,181.0838688259691
2023-01-11,181.08097365638133
2023-01-12,181.0821612488942
2023-01-13,181.08184252860056
2023-01-14,181.08188384364678
2023-01-15,181.08209752921576
2023-01-16,181.0818837207448
2023-01-17,181.08200459455142
2023-01-18,181.08193346373986
2023-01-19,181.08195763726783
2023-01-20,181.08196319893477
2023-01-21,181.08195220573484
2023-01-22,181.0819628440722
2023-01-23,181.08195499992385
2023-01-24,181.08195858552406
2023-01-25,181.08195755912442
2023-01-26,181.08195740103423
2023-01-27,181.08195808569837
2023-01-28,181.08195745213058
2023-01-29,181.08195784783928
