Date,SARIMA_Forecast
2022-12-31,158.56258859183777
2023-01-01,158.4378029893512
2023-01-02,158.58226088616254
2023-01-03,158.77096262975198
2023-01-04,158.6398099161807
2023-01-05,158.5666736527817
2023-01-06,158.6511048103416
2023-01-07,158.79667169901427
2023-01-08,158.80936710488163
2023-01-09,158.72056013857053
2023-01-10,158.94796389566028
2023-01-11,158.8187055922936
2023-01-12,159.02916400588433
2023-01-13,158.9903540403276
2023-01-14,159.20325159868813
2023-01-15,159.44654305014924
2023-01-16,159.35893381366077
2023-01-17,159.32033162409084
2023-01-18,159.43237903441067
2023-01-19,159.5999378125702
2023-01-20,159.63017032149867
2023-01-21,159.55543930467522
2023-01-22,159.79400162862765
2023-01-23,159.6736325279895
2023-01-24,159.89118313762546
2023-01-25,159.85802570202335
2023-01-26,160.07542836176134
2023-01-27,160.32231041312042
2023-01-28,160.2375629119838
2023-01-29,160.20124153594784
