Date,ARIMA_Forecast
2022-12-31,158.5613214530381
2023-01-01,157.89376481965553
2023-01-02,157.73427329080977
2023-01-03,157.88680480657183
2023-01-04,157.9016490296544
2023-01-05,157.9557503714106
2023-01-06,157.9212243407957
2023-01-07,157.91611937962747
2023-01-08,157.91520272069675
2023-01-09,157.91687413370204
2023-01-10,157.91982776064438
2023-01-11,157.9187084709306
2023-01-12,157.918664556486
2023-01-13,157.9183000308657
2023-01-14,157.91839684580958
2023-01-15,157.9185032225961
2023-01-16,157.91849195626827
2023-01-17,157.91849845876717
2023-01-18,157.91847396873297
2023-01-19,157.91847769647453
2023-01-20,157.91847953207696
2023-01-21,157.91848098507396
2023-01-22,157.91848151793099
2023-01-23,157.91848047461858
2023-01-24,157.91848054799019
2023-01-25,157.91848047103812
2023-01-26,157.91848060000217
2023-01-27,157.9184806249574
2023-01-28,157.91848059837815
2023-01-29,157.91848059593235
