Date,Prophet_Forecast
2022-12-31,176.97207880631822
2023-01-01,176.9596251632469
2023-01-02,177.77469516658908
2023-01-03,178.08620895647513
2023-01-04,178.14538864820628
2023-01-05,177.68734743845937
2023-01-06,177.32979932142882
2023-01-07,175.89415998638552
2023-01-08,175.54072152473495
2023-01-09,176.01144884189463
2023-01-10,175.9842660795969
2023-01-11,175.71930542626106
2023-01-12,174.9602645234337
2023-01-13,174.33289142617042
2023-01-14,172.6658736107113
2023-01-15,172.1258192709118
2023-01-16,172.4598839512338
2023-01-17,172.3499153735877
2023-01-18,172.0585926616342
2023-01-19,171.3307091662265
2023-01-20,170.79161993148597
2023-01-21,169.26813140460635
2023-01-22,168.92352173592843
2023-01-23,169.5002438126927
2023-01-24,169.6741819917419
2023-01-25,169.7009359044915
2023-01-26,169.31727684334703
2023-01-27,169.13979330856603
2023-01-28,167.98599821073063
2023-01-29,168.00958045643137
