Date,Prophet_Forecast
2022-12-31,84.81531548422593
2023-01-01,84.37341702542925
2023-01-02,82.88783904764733
2023-01-03,82.51555396393877
2023-01-04,82.11333763861825
2023-01-05,81.57734975093541
2023-01-06,81.30819005247119
2023-01-07,81.58651351181365
2023-01-08,81.15294086849521
2023-01-09,79.71512068678054
2023-01-10,79.42946001388002
2023-01-11,79.15138723038993
2023-01-12,78.7749547742067
2023-01-13,78.69793567753167
2023-01-14,79.19749598182273
2023-01-15,79.01017819482107
2023-01-16,77.83905012723511
2023-01-17,77.83553411018444
2023-01-18,77.84977778118039
2023-01-19,77.7703714846185
2023-01-20,77.98956342398026
2023-01-21,78.77905173294496
2023-01-22,78.87008571143197
2023-01-23,77.96072770068747
2023-01-24,78.19778786341351
2023-01-25,78.42729052021019
2023-01-26,78.53427481536917
2023-01-27,78.9080788977671
2023-01-28,79.81818520361615
2023-01-29,79.99435791704599
