Date,Prophet_Forecast
2022-12-31,109.76149847063124
2023-01-01,109.62096875871248
2023-01-02,119.39282597480376
2023-01-03,119.38572838299177
2023-01-04,119.05717976695493
2023-01-05,118.49134175467405
2023-01-06,118.35845939651381
2023-01-07,107.95843127251536
2023-01-08,107.52498485486659
2023-01-09,116.99336093550436
2023-01-10,116.68014776633353
2023-01-11,116.0509854717934
2023-01-12,115.19817486826489
2023-01-13,114.79989791407097
2023-01-14,104.16358628776777
2023-01-15,103.52990396899187
2023-01-16,112.84025257154876
2023-01-17,112.41644467943895
2023-01-18,111.72826988923714
2023-01-19,110.87099127341251
2023-01-20,110.52448240576001
2023-01-21,99.99654362983225
2023-01-22,99.52686483335042
2023-01-23,109.05454403842398
2023-01-24,108.89780677386916
2023-01-25,108.52164981402201
2023-01-26,108.01544507273925
2023-01-27,108.05221111423234
2023-01-28,97.93208759751646
2023-01-29,97.88647595909755
