Date,Prophet_Forecast
2022-12-31,84.83715738020067
2023-01-01,84.53116265600691
2023-01-02,91.28993160114501
2023-01-03,90.99102553766012
2023-01-04,90.69459312740597
2023-01-05,90.29332487421642
2023-01-06,90.10836327725751
2023-01-07,82.97491254408575
2023-01-08,82.80698024964697
2023-01-09,89.73545981597319
2023-01-10,89.63489715650559
2023-01-11,89.56163005581794
2023-01-12,89.40382006438224
2023-01-13,89.47746120475651
2023-01-14,82.61210720180887
2023-01-15,82.71574684993365
2023-01-16,89.91303310765836
2023-01-17,90.07220555146421
2023-01-18,90.24339071431501
2023-01-19,90.30879582067978
2023-01-20,90.57887583614804
2023-01-21,83.87821117979895
2023-01-22,84.11052148217044
2023-01-23,91.39701700565912
2023-01-24,91.60342375670147
2023-01-25,91.77836369221302
2023-01-26,91.8036029821268
2023-01-27,91.9902463513
2023-01-28,85.164613671149
2023-01-29,85.23322376825692
