Date,Prophet_Forecast
2022-12-31,27.168159097746464
2023-01-01,27.181148591277207
2023-01-02,26.18117073085952
2023-01-03,26.17082050565055
2023-01-04,26.18572446603102
2023-01-05,26.13327600552386
2023-01-06,26.11708665567691
2023-01-07,27.18779584395846
2023-01-08,27.171913890288206
2023-01-09,26.139557502462836
2023-01-10,26.093845616150983
2023-01-11,26.071025564839374
2023-01-12,25.979193197920704
2023-01-13,25.92272628199347
2023-01-14,26.9530740999299
2023-01-15,26.897578562298843
2023-01-16,25.82718669020171
2023-01-17,25.745822957134326
2023-01-18,25.690492142498993
2023-01-19,25.569976988055057
2023-01-20,25.4892506524386
2023-01-21,26.500247505576407
2023-01-22,26.43066815382154
2023-01-23,25.351679062607072
2023-01-24,25.26727568809635
2023-01-25,25.214380097006398
2023-01-26,25.101537584699976
2023-01-27,25.033332389897453
2023-01-28,26.061166031212153
2023-01-29,26.012074018687006
