Date,SARIMA_Forecast
2022-12-31,48.51931207551004
2023-01-01,48.31915911911234
2023-01-02,48.298577155748724
2023-01-03,48.25559839732486
2023-01-04,48.16823769716118
2023-01-05,48.37561245705807
2023-01-06,48.506028615094614
2023-01-07,48.61957133563678
2023-01-08,48.69378048646146
2023-01-09,48.79469460120768
2023-01-10,48.91878113347416
2023-01-11,48.86312905093996
2023-01-12,48.92884092261799
2023-01-13,48.72848778989425
2023-01-14,48.69500572939738
2023-01-15,48.6380498449531
2023-01-16,48.615026721078635
2023-01-17,48.855816146509284
2023-01-18,48.935400081118416
2023-01-19,49.06315016137061
2023-01-20,49.153225747904116
2023-01-21,49.19612844011507
2023-01-22,49.3318630541345
2023-01-23,49.24921474390307
2023-01-24,49.320001079150416
2023-01-25,49.11966728889272
2023-01-26,49.08707393346018
2023-01-27,49.03108519232408
2023-01-28,49.00361567454302
2023-01-29,49.24209645097709
