Date,SARIMA_Forecast
2022-12-31,41.27451938632866
2023-01-01,41.361198157415174
2023-01-02,40.869261287505566
2023-01-03,40.40337916147472
2023-01-04,39.77948855047662
2023-01-05,40.292313233526066
2023-01-06,40.342143470035076
2023-01-07,39.96463692481241
2023-01-08,40.094087040585066
2023-01-09,40.43652095063291
2023-01-10,40.408169396115156
2023-01-11,40.834986535321484
2023-01-12,40.588672579111226
2023-01-13,40.69086340356413
2023-01-14,40.19094746468096
2023-01-15,39.729087235409935
2023-01-16,39.103124230349486
2023-01-17,39.61702724194653
2023-01-18,39.66625801541644
2023-01-19,39.2890965901279
2023-01-20,39.418308948720956
2023-01-21,39.760804728229246
2023-01-22,39.73252653353832
2023-01-23,40.15936094886353
2023-01-24,39.913039238845954
2023-01-25,40.015234038468755
2023-01-26,39.515316072671546
2023-01-27,39.05345688204064
2023-01-28,38.42749334760304
2023-01-29,38.941396628354234
