Date,ARIMA_Forecast
2022-12-31,17.425010856651188
2023-01-01,17.42853610281547
2023-01-02,17.416688238810494
2023-01-03,17.42352277586193
2023-01-04,17.42248248901531
2023-01-05,17.422766686493496
2023-01-06,17.423135411355208
2023-01-07,17.422646227269148
2023-01-08,17.42286052047036
2023-01-09,17.422803678892038
2023-01-10,17.42280934580682
2023-01-11,17.42283014979546
2023-01-12,17.42281191313202
2023-01-13,17.42281980971984
2023-01-14,17.422817406856044
2023-01-15,17.42281729325593
2023-01-16,17.422818235739523
2023-01-17,17.422817545960193
2023-01-18,17.42281785448311
2023-01-19,17.422817767027578
2023-01-20,17.422817750486967
2023-01-21,17.42281779017551
2023-01-22,17.422817763266487
2023-01-23,17.422817775270417
2023-01-24,17.422817772370774
2023-01-25,17.422817771337236
2023-01-26,17.422817772980856
2023-01-27,17.422817771914705
2023-01-28,17.42281777237163
2023-01-29,17.42281777228191
