Date,ARIMA_Forecast
2022-12-31,21.200492384003162
2023-01-01,21.2169260454449
2023-01-02,21.193229282995077
2023-01-03,21.202118462956758
2023-01-04,21.20132911310715
2023-01-05,21.201719983405084
2023-01-06,21.20309671795716
2023-01-07,21.201999848472873
2023-01-08,21.202358838908346
2023-01-09,21.202284105087028
2023-01-10,21.20225923264651
2023-01-11,21.202342286006868
2023-01-12,21.202292386690083
2023-01-13,21.20230935135231
2023-01-14,21.202306186871898
2023-01-15,21.202302902990933
2023-01-16,21.20230735632681
2023-01-17,21.202305002503707
2023-01-18,21.202305811589653
2023-01-19,21.202305750931803
2023-01-20,21.20230550672842
2023-01-21,21.20230573678368
2023-01-22,21.20230562267713
2023-01-23,21.202305658666226
2023-01-24,21.202305661898407
2023-01-25,21.202305646643197
2023-01-26,21.202305658440455
2023-01-27,21.202305652915424
2023-01-28,21.202305654352337
2023-01-29,21.202305654837623
