Date,Prophet_Forecast
2022-12-31,73.99279670082134
2023-01-01,74.13521173316528
2023-01-02,72.08453748846999
2023-01-03,72.20433613976705
2023-01-04,72.28160210849276
2023-01-05,72.32366712191873
2023-01-06,72.38681317880342
2023-01-07,74.49548051059364
2023-01-08,74.46611363129007
2023-01-09,72.23990312969723
2023-01-10,72.18328624287811
2023-01-11,72.08617502339301
2023-01-12,71.95879651837026
2023-01-13,71.86024062745098
2023-01-14,73.81760430236838
2023-01-15,73.64977674230327
2023-01-16,71.30012474557094
2023-01-17,71.13694267010193
2023-01-18,70.9516370993126
2023-01-19,70.75553175106523
2023-01-20,70.60838922310523
2023-01-21,72.53753894455517
2023-01-22,72.36165645567216
2023-01-23,70.02345339155087
2023-01-24,69.89014257726532
2023-01-25,69.75164802487566
2023-01-26,69.61744480897877
2023-01-27,69.54512461047551
2023-01-28,71.55957527099397
2023-01-29,71.47681825404119
