Date,ARIMA_Forecast
2022-12-31,249.69437133204815
2023-01-01,249.99881831242928
2023-01-02,248.6456806721936
2023-01-03,248.7962015027023
2023-01-04,248.62518595874346
2023-01-05,248.75106980804748
2023-01-06,248.75399352798877
2023-01-07,248.69115945762476
2023-01-08,248.70784794646153
2023-01-09,248.69129679481594
2023-01-10,248.70340511263117
2023-01-11,248.70122286502206
2023-01-12,248.69910479391152
2023-01-13,248.7000788105658
2023-01-14,248.69884298362987
2023-01-15,248.6998289421687
2023-01-16,248.69949683173365
2023-01-17,248.69950979558044
2023-01-18,248.6995300010537
2023-01-19,248.6994583600218
2023-01-20,248.69952745945886
2023-01-21,248.6994945921737
2023-01-22,248.69950580142932
2023-01-23,248.69950235004924
2023-01-24,248.6994996923055
2023-01-25,248.6995037344715
2023-01-26,248.69950116911713
2023-01-27,248.6995024993223
2023-01-28,248.6995018913696
2023-01-29,248.69950193449003
