Date,SARIMA_Forecast
2022-12-31,30.88707106518315
2023-01-01,30.895571448518066
2023-01-02,30.808792469402867
2023-01-03,30.731350622055388
2023-01-04,30.67575011459981
2023-01-05,30.703893408344644
2023-01-06,30.687190067588208
2023-01-07,30.64131739884079
2023-01-08,30.812166023525503
2023-01-09,30.902714596683516
2023-01-10,31.144175701464007
2023-01-11,31.028317016518077
2023-01-12,30.866550161246696
2023-01-13,30.896890308650022
2023-01-14,30.80034177281992
2023-01-15,30.72726783853681
2023-01-16,30.66971373167319
2023-01-17,30.69873133561543
2023-01-18,30.68163705420062
2023-01-19,30.635940403688718
2023-01-20,30.80671037284454
2023-01-21,30.897291566035708
2023-01-22,31.138738163360816
2023-01-23,31.022885957802213
2023-01-24,30.861116097793257
2023-01-25,30.891457589036964
2023-01-26,30.794908452194708
2023-01-27,30.721834786710907
2023-01-28,30.66428055963015
2023-01-29,30.693298217336643
