Date,SARIMA_Forecast
2022-12-31,45.35029142847662
2023-01-01,45.43209639187694
2023-01-02,45.188558322224615
2023-01-03,45.10710374979794
2023-01-04,45.03981033284978
2023-01-05,45.081710317873295
2023-01-06,45.11536093360686
2023-01-07,45.2390126650148
2023-01-08,45.35599663455174
2023-01-09,45.564254185222914
2023-01-10,45.93377651667595
2023-01-11,45.630443142164246
2023-01-12,45.45584558888168
2023-01-13,45.53628795050696
2023-01-14,45.29311288085815
2023-01-15,45.21155734678781
2023-01-16,45.14428922727832
2023-01-17,45.18618518899582
2023-01-18,45.21983840046542
2023-01-19,45.343488499910954
2023-01-20,45.46047248654237
2023-01-21,45.66872629093219
2023-01-22,46.038250382188856
2023-01-23,45.734917046784815
2023-01-24,45.56031947822029
2023-01-25,45.64076184392039
2023-01-26,45.397586773186184
2023-01-27,45.31603123941825
2023-01-28,45.24876311983321
2023-01-29,45.29065908156235
